AAPL,AMZN,BRK-B,GOOGL,JNJ,MSFT,NVDA,UNH,V,XOM
-0.01262265622273473,0.004546992670002581,0.004506500129748847,0.0005806788330389168,-0.0014118184612648133,-0.013395977598795517,0.0007861647194822297,-0.0467549434536213,0.0007720691581993844,-0.0018034081714536354
-0.02785416380086292,0.002592128748100997,0.002456694304545426,0.019760618514873096,0.011450395576773742,-0.01871569915244342,0.0329931832324748,0.00192353828985814,0.008167428702390511,0.004630216954011335
-0.005882439892922586,0.03592512919038926,-0.004262136732897326,-0.004363485570704095,-0.002096188581674596,-0.0018698493574860198,-0.028897277077832517,0.0,0.007144281442599931,-0.011578511703481786
0.0026910370712345255,-0.0077479020302327894,0.0038523341049541138,-0.0019733622672246653,0.00013971378140054114,-0.005245280364233884,-0.02192651773798715,-0.013246331938721934,0.009310155935702724,0.006255426706706979
-0.015628708273819125,-0.00011263080352952315,-0.005223301103525535,0.006573022067491552,0.004481337890817949,0.005649602213736227,-0.022417654240106666,0.018871470050731975,0.015248555974722189,-0.0038428329084556623
0.01239620549239584,-0.003791996669247233,0.01425205567299681,0.004552051810844837,0.0064129778491028855,-0.008988440458993496,0.0016376860102833568,0.014130301996484906,-0.007911935961282923,0.01089163390912673
-0.006131720784309236,0.009798757254631418,-0.002746985018900139,-0.002009467923754671,0.0022162354503567627,0.013983159950554658,-0.0016350083799328008,-0.005460555499906983,0.004049946680662497,0.005723928956650193
-0.03565290724374792,0.01787713967188953,0.010276525341407217,-0.022622020387864317,0.0029026594460144217,0.0022363974876484782,-0.000819530619576625,0.010223382463366182,-0.0031643595428002547,-0.0003346244787276742
-0.03154906306576011,-0.0030433095340783867,0.0,0.0023228212181569674,-0.0026186323504963083,0.011900224998033115,-0.018032815523187695,0.004872606489270126,-0.0012452261409625631,-0.0005580345003145526
0.04150842333629812,-0.010923165839505922,-0.003460589649145418,-0.013435690640325793,0.0029019314449560962,-0.0062476217851621385,0.009182308253209426,0.0007460430725843015,-0.0015577990009794096,-0.0006704787080354935
-0.006737649860806161,0.005763607208874255,0.0028412530351391574,-0.005411038355484621,0.004408949145003671,0.007766165411830617,0.013233560532585953,0.013790434832169796,-0.00199766734464335,0.008159134781107635
-0.005331576678735517,0.006063278447933751,-0.0014690386691006418,-0.009573723614768603,0.004526655490866283,0.0,-0.006530518509567762,0.0029412153185008894,-0.01006975638414953,0.00665212916709379
0.00954043718538422,-0.007092488395362029,0.007881462496187819,-0.002328191267793489,-0.007374181877922714,-0.0036696211870632656,-0.004930376762975364,0.026759862097866405,0.004928336663238442,0.0013214403013883658
0.018304961384748797,-0.007698222831611257,0.00594306822083257,0.054960460876108286,0.002201360561894683,0.016942846256909228,0.0016522774571801069,-0.001963907707684065,0.0,-0.00241986977271591
-0.12355771951354699,0.01995448998433913,0.008602758838943458,0.017141160401449085,0.0034316471110611424,0.000724235295241904,0.0049457807366279916,0.005544708615491167,0.0032058141697361986,0.007166463730411854
-0.023573830165368626,0.03850652638803442,0.000822133727899077,-0.0007160559088168483,0.011217408513632066,0.009048265258897237,0.018047930374641252,-0.0032016470716428325,0.001755205710630925,0.004160113408216315
0.02261967907723772,-0.027993945969761458,-0.002772324106771751,-0.003900992761047495,-0.004058398073200964,0.0010760858157947695,0.016116267102756376,-0.004104192827283026,-0.02183419983512791,-0.006759238674706514
0.01876293020887143,-0.05683959712131592,0.0012355345324752687,0.003929633426672519,0.01073109184896226,0.003582590554652487,-0.021412014155992476,0.008421549719313415,0.0019822353640199797,0.007134145293888006
-0.0031425710629029435,0.04766657303918187,-0.003702186530854412,0.00019895397761637845,-0.004300877533631842,-0.005711816838337103,-0.0016201202225922806,-0.003553910676659666,-0.01053205901259624,-0.011878566493535025
-0.002933204432501668,-0.026616800737933377,0.0005161339097379258,0.002467432592094365,-0.0022944773350109804,-0.014363010787251551,-0.004870764029945462,-0.015513684068567457,0.018708656722892902,-0.007719951861578367
-0.004105491682160567,-0.0018832104895413204,0.011038890864081496,0.026346719677234454,0.0035173606024543336,0.01748674136382089,0.008972704083030303,0.010143641803337156,0.004116627049590704,0.0007774563238913679
-0.024910797430256926,-0.018943426743993186,-0.015204059834382999,-0.021377015511912845,-0.0009435150394908609,-0.017544094932903653,-0.016976786293435797,-0.0003588474266633668,-0.012046145045672696,-0.009884323912593418
0.03508798466986285,0.026578967852759483,0.014506284269921732,0.00885351925094846,0.007421150815637212,0.0021864242858191663,0.023026350032047116,0.036233137101248314,0.01838527545822921,0.006618148433076287
-0.0010702105163568065,-0.01749781064756384,-0.0008170955782085265,0.0057854080463857205,0.009777846904340581,-0.005817916035737114,-0.008038804556187884,-0.006751086273102169,0.00808578650743974,0.0005568294583166988
0.02973391965048444,-0.007589024635071051,-0.00735971795182544,0.004908023896674107,-0.004377575300743897,-0.002194679724106252,-0.0040513472810074225,-0.005751038048520951,-0.02338028822109095,-0.010871839822619411
0.014437571220902612,0.006609498248512757,0.0014416577980487233,0.014755461918458446,0.005595865205091144,0.009897090364069827,0.006509259628076247,0.01209476166278578,0.0047116320516038535,0.0040793798017684235
0.010421168397731329,-0.018095019238773102,-0.0012339614044424296,-0.0037562125333133745,-0.0009275490821835097,0.011252578674972646,0.011317300629998917,-0.010737869670920608,-0.009315993464585226,-0.0037242976443563336
-0.025065840044659282,0.005792938220029464,0.005868420785980932,-0.002198251578093835,0.005172184980418937,0.0007179055625250452,-0.006394894657078765,-0.0019257652259794256,0.0030071153062936062,0.002038855354126845
-0.001902058218145597,0.041631218761821964,0.002763605740990771,0.002766546825151428,-0.0018470536764799705,0.0053805980755681215,-0.00482662374302345,0.003859042698875381,-0.010865218529958809,0.0023743542903786885
-0.0008994117312312033,-0.0008535538922064267,0.012656913834022676,0.0063358278307654725,0.0019821060793783207,0.0003561872832398283,0.0291023909551813,-0.0031453047748899454,0.007818737344537752,-0.0016917487885134141
-0.013780816770542437,-0.015413720527092445,0.005644567722623783,0.006435527877761027,0.0046167798116536485,-0.0010700297324766073,0.0,0.004732560822586107,0.012885618386046627,-0.0018077311590881662
-0.0003695993850778567,0.017578919974031493,0.01252881669899164,0.017606364319138645,0.010504395884679774,0.009719727189928529,-0.013354200084805035,-0.011514357409613929,-0.0024047805013546197,0.01086447457633355
-0.02421764268223059,-0.012381821281400307,-0.007919178865050891,-0.017834785324911118,-0.004028125408985006,-0.006417247979267793,-0.01433133366337791,-0.025591250318763747,-0.013895308874925516,-0.003918339921827663
-0.006216014162946926,-0.0017642312109411584,-0.0004989328591974429,0.0038740392212648356,0.0028705971435725175,-0.013634762016022317,-0.007269384024194747,0.0005432723247633664,0.012997139712278338,-0.004270752060271055
0.01064853444291236,-0.001955330000935951,0.01038235933451137,0.005254360246840006,-0.00013144723192937136,0.009821835173694948,0.01871421339168111,-0.013938975417101096,0.012639736697121373,0.006885285825982246
