AAPL,AMZN,BRK-B,GOOGL,JNJ,MSFT,NVDA,UNH,V,XOM
98.73773437772653,100.45469926700025,100.45065001297489,100.05806788330389,99.85881815387351,98.66040224012045,100.07861647194822,95.32450565463787,100.07720691581994,99.81965918285464
95.98747735104324,100.71509078085208,100.69742655274965,102.03527719208114,101.00224112356449,96.81390383353529,103.38052860285978,95.50786599122635,100.89458036803929,100.28184586114672
95.42283678505247,104.33329342857598,100.26824035213093,101.59004773235071,100.79052137899774,96.63287641765645,100.39311282337016,95.50786599122635,101.61539964622158,99.1207313351967
95.6796231762834,103.52492929259984,100.65450711408319,101.38957376543016,100.80460320386892,96.12600988844349,98.19184145427678,94.2427370955476,102.56145486239664,99.7407738051792
94.18427425791232,103.51326919662829,100.12875831599939,102.0560096712039,101.25634269177527,96.66908360670686,95.99061070335544,96.02123608614524,104.12536894771485,99.35748667728585
95.35180187576557,103.12074722461178,101.55579895398705,102.5205739148353,101.9056973745388,95.80017930448253,96.14781318362289,97.37804515011824,103.30153569665556,100.43965204830579
94.7671312503826,104.13120239458196,101.27682669567801,102.31456211002852,102.1315443936536,97.13976853498892,95.99061070335544,96.8463069301036,103.71990140825757,101.01456148106097
91.38840751015664,105.99277044399169,102.31760057171346,100.00000000000004,102.42799748572386,97.35701166929132,95.91194345869219,97.83640376601458,103.39169434845805,100.98075953608148
88.50518887813932,105.67020163515612,102.31760057171346,100.23228212181574,102.15977621791119,98.51558201329202,94.1823810758312,98.31312206189172,103.26294830789695,100.92440878839237
92.17889972555214,104.51594849840129,101.96352134224959,98.88559218705318,102.45623688492762,97.90009391692786,95.04719273089071,98.38646788555013,103.10208539018473,100.8567411211787
91.55783057464703,105.118337372609,102.25322550673674,98.35051845492421,102.90796122294172,98.66040224012048,96.30500550934732,99.74326005929318,102.89612172103612,101.67964486556968
91.06968298039962,105.75569912208297,102.10301156442708,97.40893777386758,103.37379011066541,98.66040224012048,95.6760838883045,100.03662646369679,101.85998284243149,102.35603099687968
91.93852757036697,105.00562805331622,102.90773262081994,97.18215113553742,102.61149298097916,98.29835593773595,95.20436474752914,102.7135927926011,102.36198313039068,102.49128838132913
