AAPL,MSFT,AMZN,NVDA,GOOGL,XOM,UNH,JNJ,V,BRK.B
0.8554872628311092,0.9375324243864239,0.9921821406695818,0.913465544166801,0.8083133746602333,0.26506223396961565,0.8796841710512716,0.7531408494940427,0.9172244575952982,0.815488696323257
0.7931708861293809,0.8783929573780679,0.972470578366543,0.8249881390374914,0.7305995988805446,-0.027944764198876013,0.869334300574681,0.5968158871214575,0.8680753607918029,0.6558738961188479
0.7576992175190758,0.8608292608579133,0.9577804211396652,0.8311379114900341,0.7316076503801985,-0.011712247878020214,0.8684259645712405,0.601790198136941,0.83835524840998,0.7016030758173488
0.7246185315158414,0.8244580253416192,0.932914025228664,0.8137399100644823,0.70797083536332,0.06110671204381973,0.8595033069125162,0.5580662656463066,0.8063922727705912,0.6339341411357549
0.6963262803634692,0.7972051656127663,0.9180273456024203,0.8089191493604062,0.6934034333800518,0.08666475599835176,0.8583300105712114,0.5310721086437826,0.7868183181797694,0.6246071961614699
0.6803221823349349,0.7744734221143078,0.9054347134578917,0.7994576908344231,0.6764940829313987,0.06429280263989848,0.8496739996986449,0.49344522464259033,0.7646559884037114,0.6099148723061955
0.6665350294299069,0.7544816692844333,0.886095671045075,0.7935627969028897,0.658776837757119,0.009933778631577588,0.846589354299191,0.4635580136494842,0.7494322794454984,0.597598295532367
0.6592415805615488,0.7460731516438158,0.8781259159698711,0.7854320306384154,0.6460822277614328,-0.044050704243091154,0.8410610022258935,0.42854670996008337,0.7362526792695608,0.5894762115611553
0.6499568698859202,0.7260276855359553,0.8635254646556076,0.7789822304793079,0.6304425760016485,-0.09317355916219301,0.8407340977531385,0.40136176466932116,0.7275157168361316,0.580743660914587
0.6450355785119295,0.7168060309742027,0.8553123458271024,0.7720831990493445,0.6139458066284689,-0.12702061190643188,0.8349224140724423,0.38405489026245665,0.7154485411100047,0.5707684960950004
0.6446734319646674,0.703401873677406,0.8439831411257704,0.7691650070140862,0.6009854739330321,-0.15943403380968127,0.8295858827277978,0.3656163153450548,0.7066996258080388,0.5666911078549227
0.6426676184091299,0.6930324341204975,0.8359528557904239,0.7654845351487908,0.5902411242351616,-0.18339263733362898,0.8279944599436118,0.3599779372954819,0.6989218666398986,0.5569471585580839
0.6322966912948494,0.6874542096011619,0.8282084402881622,0.7645862459178709,0.5824607521003193,-0.19778390750186736,0.8220638011912145,0.349769208850171,0.691485986845974,0.5503464539267371
0.6325397258305434,0.6807163402671021,0.8236051713102074,0.7562657136282007,0.5733392830459432,-0.21318869706843355,0.8219645758295143,0.3486310584288992,0.6826970643898315,0.5427881343214753
0.6277919634019409,0.6721174354074491,0.8147438291559664,0.7532013144045815,0.566173606785787,-0.2174047750450268,0.8154099593532071,0.3419404759221593,0.6744146428129651,0.5312027431904919
0.6328721231604632,0.6684803303258267,0.8061739774938628,0.7548021453018612,0.5626055078333011,-0.2239295303415247,0.810120986036234,0.3383287361921817,0.6700397021820871,0.5324959719921996
0.6283977979122165,0.6678323331575237,0.8070115707292964,0.751491144744464,0.5555245783240034,-0.21672078276511758,0.8060244247071096,0.3379428844217834,0.6700910652073104,0.522240638089915
0.625512406824921,0.6599970157442268,0.8057021197039014,0.7519488777708045,0.5537195019356441,-0.20848293054101397,0.8036804773022089,0.3372494476873881,0.6714826316686389,0.5159215291795404
0.626035713227892,0.6567708907550782,0.8010571273074695,0.7479564292034405,0.5529286431817924,-0.20258082100864952,0.7932499960651183,0.32770052581724707,0.6610492827921148,0.5126026380754356
0.6246899326665633,0.6520483562843697,0.7984626740984383,0.7461658850646508,0.5463994672859973,-0.1880888490434869,0.7870147945770894,0.32776723245943207,0.6646894018440991,0.5077560432981635
0.621883295904993,0.6523617948666415,0.7971499837676709,0.7443740995521411,0.5448201666030786,-0.1866210955810148,0.7853630959516886,0.3212167671497413,0.6592163869993242,0.5005355815931842
0.6279669418119883,0.650623043362881,0.7940085461831634,0.7443765079943174,0.5443356202152981,-0.1758000155189534,0.7825946809916599,0.3228105814001736,0.6616599359398962,0.5038247798717326
0.6249064276915769,0.6494737671141002,0.7882398353806409,0.7409098428358692,0.5367436431805532,-0.1656487574742696,0.7840517601573509,0.3267412557180658,0.65918693722753,0.49855159858415843
0.6253294410536244,0.6469828189371865,0.7930241635636658,0.7454036261378391,0.5346306725442779,-0.16211904324131649,0.7811854024237498,0.3186814187865138,0.6548437753922034,0.4947786247414473
0.624607260035845,0.6446759095915305,0.7887642250657646,0.741563888692996,0.5344693491079414,-0.15411909035811858,0.7720328382483895,0.3233426628550585,0.6591387716335717,0.5004678663240755
0.6250424084927578,0.6473286057197961,0.7911647006011655,0.7417369004027845,0.5378089821343767,-0.15502711965563482,0.7670516132478276,0.3254740635730961,0.6560965341390409,0.4945938749861289
0.62956306771104,0.6476531358277846,0.7907735807417362,0.747532638567504,0.5377822792584889,-0.15079936125934199,0.7673001028785077,0.3239195965996183,0.6543949850742824,0.49072509336402553
0.6245609031750342,0.6420732983983711,0.7908499483851329,0.7457570015001052,0.5329762478059061,-0.14717769004612036,0.7617550689554677,0.32621498871584076,0.6556230166741882,0.4949339284499993
0.6268142907502386,0.641848948456783,0.7888601627694909,0.7439542445284112,0.5373015539372138,-0.14477215584623143,0.7636565571796681,0.3210283283371424,0.655045306796874,0.4966202380491918
0.622418831667237,0.643509687409768,0.7897659856456144,0.7426267139584863,0.5326744573354499,-0.1481659303905521,0.7522665173152696,0.3244089713014199,0.6567270309547842,0.49253127370284144
0.6266102024453242,0.6409466004112553,0.7826000620350269,0.7433161415846318,0.5352916942717105,-0.14363300131586468,0.7508399850809448,0.32334142713799574,0.6507523297010895,0.4981473531292861
0.6258694640487131,0.6454788544124006,0.7858689295660167,0.7424172728848265,0.5375335422554848,-0.1440229886264211,0.747562577533053,0.3247909159848868,0.6562995042682556,0.493052773925869
0.6291620938634633,0.6454726932012997,0.7869065274491136,0.7470632835919925,0.5298866587470041,-0.142223396959577,0.7367416580619939,0.3198980281526456,0.6539084118018923,0.4935349618223701
0.6200204352678408,0.6409455767407725,0.7794299449969958,0.7422848813930567,0.5358972234407896,-0.1444283469578673,0.7336078596067903,0.3245901198538731,0.6546871161591771,0.49229014836733664
0.6233883282741066,0.6414858077678531,0.7831242365439853,0.7462836913872517,0.5319122933661505,-0.14246946307170752,0.7298942123568312,0.32003959062576465,0.653093127763172,0.491342116304764
0.6187537728757265,0.6438229953871134,0.7865207846108919,0.7411294474727582,0.5356977020888126,-0.14251650728909843,0.7192762924956866,0.3263254927458912,0.6552028915466986,0.4962930162491326
0.6231183881535622,0.6444656095989325,0.7813997706902804,0.7423018952468468,0.5360762397116251,-0.13986965784510652,0.7190386595699968,0.32377158548495294,0.6594085475503104,0.49276657859480383
0.6273931113635614,0.6397445155640256,0.7846933906795094,0.7460200417183694,0.533499528812068,-0.14186218357563396,0.7128201391917746,0.32324136938764747,0.6530698156677749,0.4901150613643614
0.622162036463367,0.6413177494408515,0.786138171819145,0.7472312930686438,0.5382571183252852,-0.1437983949069766,0.7076495301730897,0.32240273638636957,0.65655250221771,0.49719308103226934
0.6264491139730165,0.6422179423274583,0.7834048599784308,0.7471811906667052,0.5378413639542293,-0.14423748630016484,0.698409997661039,0.31917859184870423,0.6547713100685996,0.4929069031566501
0.6206665585337855,0.6429121025140793,0.7826687618377722,0.7450174708198467,0.5348180014200915,-0.14501605483982777,0.704422170505697,0.31925630777151337,0.6526237743076451,0.49331301835160196
