Time,AAPL,AMZN,BRK-B,GOOGL,JNJ,MSFT,NVDA,UNH,V,XOM
50,0.06148873,0.0,0.0060644466,0.0,0.0,0.36822212,0.0,0.0,0.2591471,0.30507758
51,0.28306222,0.0,0.0,0.0,0.0,0.022765508,0.0,0.6941722,0.0,0.0
52,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
53,0.2345188,0.2345188,0.0,0.0,0.0,0.18335381,0.2345188,0.0,0.11308985,0.0
54,0.0,0.23377691,0.0,0.0,0.051483057,0.61619914,0.0985409,0.0,0.0,0.0
55,0.20611861,0.28907302,0.0,0.0,0.0,0.265403,0.048249062,0.024827275,0.166329,0.0
56,0.0,0.0,0.0,0.11752147,0.0,0.604514,0.0,0.0,0.0,0.27796456
57,0.0,0.0,0.35425562,0.0,0.10436526,0.0,0.05643968,0.0,0.38419333,0.10074607
58,0.1784467,0.12433898,0.0,0.0,0.0,0.20211698,0.20211698,0.09164236,0.15344463,0.04789338
59,0.0,0.0,0.109535255,0.0,0.0,0.51847714,0.3719876,0.0,0.0,0.0
60,0.1219585,0.17295729,0.0,0.0,0.11310086,0.23566256,0.051942624,0.0,0.0,0.30437815
61,0.0,0.47251746,0.0,0.0,0.0,0.0,0.0,0.0,0.32698235,0.2005002
62,0.24812044,0.34171262,0.044952083,0.0,0.0,0.0,0.0,0.0,0.0,0.36521485
63,0.027143253,0.47787204,0.0,0.0,0.017112596,0.47787204,0.0,0.0,0.0,0.0
64,0.24831393,0.24831393,0.0,0.0,0.24831393,0.24831393,0.006744227,0.0,0.0,0.0
65,0.0,0.0,0.042294838,0.0,0.0,0.0,0.36988896,0.21792722,0.0,0.36988896
66,0.42347983,0.057549685,0.3249078,0.0,0.0,0.0,0.0,0.0,0.19406265,0.0
67,0.44205546,0.35892826,0.0,0.0,0.0,0.0,0.12313461,0.0,0.0,0.07588161
68,0.0,0.0,0.12906474,0.0,0.0,0.0,0.69451743,0.0,0.040407706,0.1360102
69,0.09742179,0.25943482,0.0,0.0,0.25943482,0.13416299,0.0,0.0,0.23602799,0.013517597
70,0.392177,0.0,0.11595092,0.0,0.0,0.09969506,0.0,0.0,0.392177,0.0
71,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
72,0.13131177,0.11966967,0.21092089,0.0,0.0,0.0,0.3071755,0.06680363,0.16411856,0.0
73,0.0,0.29063764,0.12808706,0.0,0.0,0.29063764,0.29063764,0.0,0.0,0.0
74,0.0,0.3649878,0.14313328,0.0,0.12689105,0.3649878,0.0,0.0,0.0,0.0
75,0.19971664,0.26915535,0.26915535,0.0,0.0,0.16605394,0.09591866,0.0,0.0,0.0
76,0.14363872,0.43040654,0.0091146305,0.0,0.07212458,0.02932873,0.20332587,0.11206093,0.0,0.0
77,0.0,0.29964504,0.0,0.0,0.0,0.0,0.3054187,0.083065584,0.0,0.31187066
78,0.0,0.37187833,0.05730204,0.0,0.0,0.15373194,0.0,0.0,0.24234676,0.17474088
79,0.14600809,0.49114943,0.13488743,0.0,0.090612724,0.1327411,0.004601217,0.0,0.0,0.0
80,0.3217721,0.3217721,0.0,0.0,0.0,0.0,0.0,0.20745504,0.14900076,0.0
81,0.0,0.1443562,0.2852146,0.0,0.0,0.2852146,0.0,0.0,0.0,0.2852146
82,0.0,0.089317225,0.5404646,0.0088504255,0.0,0.3613678,0.0,0.0,0.0,0.0
83,0.0,0.36623,0.0,0.0,0.0,0.29828823,0.0,0.13435136,0.14644006,0.054690324
84,0.22607931,0.22607931,0.09759966,0.0,0.0,0.023220861,0.22607931,0.0,0.0,0.20094155
85,0.03152838,0.261824,0.17432258,0.0,0.0,0.15234673,0.14890546,0.0,0.23107283,0.0
86,0.25913876,0.25913876,0.0,0.0,0.24089055,0.037443098,0.0,0.0,0.20338884,0.0
87,0.47321922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5267808
88,0.38949093,0.38949093,0.0,0.0,0.0,0.22101818,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0036468,0.0,0.0,0.32898176,0.6114811,0.0,0.055890318,0.0
90,0.0,0.2606005,0.0784687,0.0,0.1594402,0.0,0.2606005,0.2408901,0.0,0.0
91,0.1249908,0.22083111,0.046011947,0.0,0.0,0.15278977,0.22083111,0.026212199,0.20833308,0.0
92,0.0,0.25524014,0.24289773,0.0,0.0014943458,0.16182101,0.0,0.08330662,0.25524014,0.0
93,0.21553558,0.0,0.0,0.0,0.08101904,0.33894897,0.33894897,0.025547476,0.0,0.0
94,0.0,0.08944081,0.0,0.0,0.43415305,0.010104634,0.0,0.0,0.035970647,0.43033084
95,0.17710999,0.0,0.15452857,0.0,0.10223165,0.0,0.28791586,0.25843182,0.019782113,0.0
96,0.0,0.21731211,0.3936847,0.0,0.0,0.23514533,0.014829364,0.048301864,0.0,0.09072663
97,0.020757632,0.4208577,0.28943092,0.0,0.0,0.07424143,0.19268714,0.0,0.002025199,0.0
98,0.0,0.5313133,0.012524395,0.0,0.0,0.026517682,0.3568656,0.0,0.07277896,0.0
99,0.0,0.0,0.0,0.0,0.0,0.0,0.7861022,0.20311321,0.010784603,0.0
100,0.0,0.039584856,0.008311567,0.0,0.0,0.2677059,0.0,0.17175795,0.2677059,0.24493387
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1683957,0.8316043,0.0
102,0.0,0.58286655,0.049311027,0.0,0.0,0.0,0.0,0.0,0.36782247,0.0
103,0.0,0.0,0.47647688,0.0,0.0,0.15603325,0.0,0.0,0.04145321,0.32603657
104,0.0,0.110883735,0.16907847,0.0,0.051480383,0.30194986,0.3074162,0.0,0.05919139,0.0
105,0.14017294,0.0,0.247731,0.0,0.0,0.0,0.33145958,0.0,0.19146457,0.089171894
106,0.0,0.0,0.675896,0.0,0.0,0.0,0.00086751,0.0,0.32323653,0.0
107,0.0,0.20680468,0.02274243,0.0,0.18504123,0.0,0.17180228,0.0,0.20680468,0.20680468
108,0.12751536,0.0,0.3360599,0.0,0.0951286,0.040209215,0.40108687,0.0,0.0,0.0
109,0.0,0.0,0.23607267,0.26170975,0.0,0.0,0.23945615,0.0,0.26276144,0.0
110,0.0,0.6482592,0.0,0.0,0.0,0.16326927,0.18847154,0.0,0.0,0.0
111,0.17427407,0.0,0.21809895,0.023255391,0.0,0.07601817,0.0,0.2541767,0.2541767,0.0
112,0.0,0.6247616,0.29456958,0.0,0.0,0.0,0.0,0.0,0.0,0.080668814
113,0.0,0.44768223,0.0,0.0,0.059843995,0.0,0.18751028,0.0,0.30496347,0.0
114,0.0,0.27895334,0.0,0.0,0.17941743,0.0,0.0,0.0,0.27895334,0.26267582
115,0.46940696,0.0,0.066890284,0.0,0.06208664,0.15920804,0.0,0.0,0.2424081,0.0
116,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
117,0.0,0.24727239,0.1581908,0.04143213,0.2766357,0.0,0.0,0.0,0.27646902,0.0
118,0.33857444,0.33857444,0.0,0.0,0.0,0.0,0.0,0.0,0.2880935,0.03475764
119,0.0,0.4968561,0.29384097,0.0,0.0,0.0,0.0,0.03511848,0.17418446,0.0
120,0.0,0.0,0.5776473,0.0,0.0,0.42235267,0.0,0.0,0.0,0.0
121,0.41365576,0.17268847,0.0,0.0,0.0,0.0,0.0,0.41365576,0.0,0.0
122,0.23488927,0.0,0.23488927,0.03686248,0.18853578,0.08172809,0.0,0.0,0.20834336,0.014751697
123,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,0.19811635,0.80188364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,0.077565864,0.5462134,0.0,0.0,0.0,0.0,0.024407685,0.0,0.35181305,0.0
127,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,0.4036668,0.0,0.0,0.0,0.0,0.0,0.26258522,0.19640872,0.052475818,0.084863424
129,0.0,0.43237302,0.24878335,0.0,0.0,0.0,0.05797443,0.0,0.0,0.26086915
130,0.22043629,0.22043629,0.0,0.0,0.0,0.22043629,0.05923055,0.22043629,0.059024267,0.0
131,0.22969122,0.0,0.22969122,0.0,0.035801236,0.22969122,0.0,0.16117735,0.0,0.113947734
132,0.18426654,0.0,0.0,0.0,0.0,0.0,0.0,0.81573343,0.0,0.0
133,0.31880042,0.31371996,0.23336515,0.0,0.0,0.0,0.05761267,0.076501824,0.0,0.0
134,0.0,0.40505284,0.16719629,0.0,0.0,0.0,0.42775083,0.0,0.0,0.0
135,0.0,0.30682194,0.019596,0.0,0.0,0.054095816,0.30682194,0.0,0.1017023,0.21096206
136,0.0,0.0,0.2725707,0.0,0.011780347,0.0,0.5034963,0.0,0.029087892,0.18306477
137,0.39764977,0.102819644,0.0,0.0,0.0,0.0,0.39764977,0.0,0.0,0.10188088
138,0.2345084,0.2345084,0.06000939,0.0019570861,0.0,0.0,0.2345084,0.0,0.2345084,0.0
139,0.13716988,0.47957215,0.05678484,0.0,0.0,0.0,0.006363568,0.0,0.0,0.32010955
140,0.0,0.10951311,0.36001962,0.0,0.0,0.2515924,0.0,0.097994916,0.14399521,0.03688477
141,0.0,0.1371095,0.0,0.0,0.026897924,0.0,0.0,0.22420745,0.6117851,0.0
142,0.269089,0.0,0.0,0.0,0.0,0.044987455,0.0,0.036154468,0.18144654,0.46832252
143,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
144,0.11543157,0.26624537,0.0,0.0,0.0,0.0,0.2397924,0.0,0.29088983,0.087640844
145,0.26913992,0.7028639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027996194
146,0.03139298,0.31005755,0.31005755,0.0,0.18715303,0.09062663,0.0,0.0,0.0,0.07071234
147,0.0,0.38416478,0.0,0.0,0.0,0.16266564,0.20113328,0.0,0.20645174,0.045584653
148,0.0,0.16079901,0.50353634,0.0,0.0,0.3356647,0.0,0.0,0.0,0.0
149,0.0,0.7353385,0.0,0.0,0.0,0.038722645,0.0,0.0,0.0,0.22593878
150,0.20436221,0.20436221,0.09447694,0.0,0.0,0.14819989,0.20436221,0.0,0.14423656,0.0
151,0.10308674,0.24266568,0.08652437,0.0,0.0,0.0,0.18025887,0.0,0.13450585,0.25295854
152,0.0775121,0.32558197,0.042790655,0.0,0.109149046,0.0,0.32558197,0.0,0.0,0.119384214
153,0.0,0.26268193,0.0,0.0,0.0,0.0,0.4274617,0.0,0.0,0.30985638
154,0.0,0.0,0.0,0.57852864,0.038436968,0.0,0.0,0.38303438,0.0,0.0
155,0.19350101,0.25627592,0.16967666,0.0,0.0,0.0,0.0,0.20793249,0.1726139,0.0
156,0.03850742,0.36714575,0.21131891,0.0,0.0,0.0,0.0,0.0,0.21615072,0.16687721
157,0.14523649,0.56057435,0.0,0.0,0.0,0.0,0.29418918,0.0,0.0,0.0
158,0.0,0.27566206,0.0,0.0,0.10500839,0.0,0.0,0.036972158,0.55339986,0.028957507
159,0.0,0.33659846,0.0,0.0,0.14800364,0.0,0.22987078,0.0,0.17025115,0.11527595
160,0.0,0.95719355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04280647
161,0.0,0.8099054,0.0,0.0,0.0,0.19009459,0.0,0.0,0.0,0.0
162,0.42832696,0.42832696,0.0072285533,0.0,0.0,0.0,0.0,0.0,0.0,0.13611755
163,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
164,0.0,0.0,0.47016016,0.0,0.40517703,0.0,0.0,0.0,0.0,0.12466275
165,0.0,0.439335,0.0,0.0,0.0,0.0,0.0,0.20007926,0.0,0.3605858
166,0.33252952,0.33252952,0.0,0.0,0.0,0.0,0.06714089,0.0,0.0,0.2678001
167,0.0,0.0,0.0,0.0,0.32557842,0.0,0.6744216,0.0,0.0,0.0
168,0.0,0.3882831,0.0,0.0,0.0,0.0,0.4117144,0.0,0.20000245,0.0
169,0.28355506,0.28355506,0.00901862,0.0,0.0,0.0,0.0,0.0,0.20445608,0.21941519
170,0.0,0.3973967,0.0,0.0,0.09402128,0.07555257,0.0,0.0,0.3062306,0.12679884
171,0.058334198,0.097761564,0.11890256,0.0,0.0,0.0,0.16785955,0.0,0.22037658,0.33676556
172,0.0,0.08742153,0.28889686,0.0062154816,0.0,0.0,0.1761778,0.0,0.28889686,0.15239145
173,0.10963915,0.45384443,0.0,0.0,0.008698812,0.26910633,0.15871128,0.0,0.0,0.0
174,0.0,0.0,0.0,0.0,0.0,0.0,0.5530899,0.0,0.0,0.44691002
175,0.0,0.31346384,0.10609827,0.0,0.25765905,0.2565056,0.006819167,0.051326204,0.008127878,0.0
176,0.0,0.29881525,0.0,0.0,0.10355431,0.0,0.29881525,0.0,0.29881525,0.0
177,0.3392079,0.19117737,0.0,0.0,0.0,0.16703759,0.033342246,0.0,0.0,0.2692349
178,0.0,0.109238066,0.36458337,0.16956922,0.0,0.11517005,0.051132757,0.092787184,0.0,0.097519286
179,0.11875404,0.4889932,0.075654685,0.1140631,0.0,0.0,0.0,0.11121323,0.02729057,0.06403114
180,0.0,0.372007,0.15178509,0.0,0.0,0.39585796,0.0,0.08034997,0.0,0.0
181,0.0,0.0,0.042222142,0.0,0.0,0.0,0.26861233,0.19971448,0.18899246,0.30045864
182,0.10417155,0.35054317,0.0,0.0,0.047275122,0.0,0.31171075,0.0,0.13168107,0.05461834
183,0.0,0.3061173,0.0,0.3061173,0.18381046,0.0,0.0,0.18319476,0.0,0.020760179
184,0.0,0.35043147,0.0,0.0,0.0,0.35043147,0.0,0.17398524,0.060311247,0.06484055
185,0.19557938,0.0,0.24600099,0.0,0.17187579,0.15168783,0.07309968,0.0,0.13891904,0.022837209
186,0.02994959,0.46097353,0.0,0.0,0.4068377,0.10223926,0.0,0.0,0.0,0.0
187,0.3731146,0.0,0.0,0.0,0.0,0.59226227,0.03462323,0.0,0.0,0.0
188,0.053022843,0.5084354,0.0,0.0,0.0,0.21871193,0.0,0.0,0.19903646,0.020793373
189,0.46623772,0.036101975,0.0,0.18658485,0.0,0.19180632,0.0,0.0,0.119269125,0.0
190,0.0,0.5788327,0.33498323,0.0,0.0,0.08618407,0.0,0.0,0.0,0.0
191,0.25866926,0.39698598,0.0,0.0,0.0,0.02189009,0.0,0.044836096,0.2240728,0.0535458
192,0.0,0.6056796,0.0,0.0,0.0,0.39432043,0.0,0.0,0.0,0.0
193,0.46853018,0.0,0.5064247,0.0,0.0,0.025045153,0.0,0.0,0.0,0.0
194,0.0,0.58383787,0.0,0.0416386,0.0,0.0,0.0,0.0,0.270165,0.10435856
195,0.0,0.30645993,0.2807434,0.0,0.0,0.0,0.0,0.1954554,0.19756863,0.01977267
196,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
197,0.0013549905,0.0,0.31739777,0.0,0.0,0.45891118,0.10990499,0.0,0.11243114,0.0
198,0.23542275,0.25440985,0.0013477263,0.0,0.0,0.0,0.25440985,0.0,0.0,0.25440985
199,0.5172021,0.0,0.0,0.0,0.0,0.36642158,0.0,0.0,0.0,0.1163763
200,0.3109437,0.0,0.0,0.0,0.0,0.0,0.2959264,0.0,0.3931299,0.0
201,0.0,0.37692514,0.19927908,0.062802784,0.0,0.30769295,0.0,0.053300086,0.0,0.0
202,0.0,0.4335621,0.13287582,0.0,0.0,0.0,0.0,0.0,0.0,0.4335621
203,0.0,0.23797333,0.23851113,0.0,0.0,0.0,0.0,0.046493348,0.23851113,0.23851113
204,0.0,0.2785038,0.0932008,0.0,0.0,0.23109542,0.0,0.0,0.11869617,0.2785038
205,0.0,0.3409041,0.072202675,0.0,0.12135595,0.3409041,0.0,0.12463319,0.0,0.0
206,0.0,0.5074842,0.25801224,0.18590283,0.0,0.0,0.0,0.0,0.04860069,0.0
207,0.0,0.0,0.0,0.0,0.5878105,0.10958031,0.0,0.0,0.3026092,0.0
208,0.0,0.0,0.0,0.0,0.0,0.29978916,0.15690757,0.5433033,0.0,0.0
209,0.0,0.0,0.0,0.0,0.0,0.2862015,0.0,0.0,0.4010606,0.31273788
210,0.0,0.2552335,0.032084685,0.0,0.0,0.2552335,0.0,0.0,0.20221479,0.2552335
211,0.0,0.31274703,0.3069681,0.0,0.0,0.3142702,0.06601468,0.0,0.0,0.0
212,0.27716455,0.27716455,0.0,0.0,0.0,0.16850632,0.27716455,0.0,0.0,0.0
213,0.0,0.18406379,0.1792121,0.0,0.21793677,0.36256877,0.0,0.04748734,0.008731184,0.0
214,0.0,0.36280355,0.0,0.0,0.0,0.0,0.36280355,0.0,0.17740117,0.09699171
215,0.0,0.24198166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7580183
216,0.3604408,0.11890934,0.0,0.0,0.16458598,0.0,0.0,0.0,0.0,0.35606384
217,0.0,0.7081479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29185212
218,0.0,0.061520796,0.3836648,0.0,0.0,0.0,0.2944514,0.23971461,0.02064846,0.0
219,0.0,0.0,0.0,0.0,0.07725616,0.27110413,0.27014095,0.38149878,0.0,0.0
220,0.07991899,0.37948075,0.056101955,0.0,0.0,0.0,0.24660526,0.0,0.0,0.23789306
221,0.40746644,0.0,0.010264852,0.0,0.0,0.2919429,0.21679316,0.0,0.0,0.07353266
222,0.0,0.29276103,0.05050527,0.0,0.07226842,0.0,0.24287088,0.0,0.29276103,0.048833314
223,0.0,0.40479708,0.0,0.0,0.0,0.24781463,0.0,0.0,0.01477548,0.3326128
224,0.0,0.003774017,0.0,0.0,0.0,0.36482468,0.0,0.25411174,0.0,0.37728962
225,0.17447186,0.17447186,0.16118003,0.0,0.00369507,0.0,0.14885016,0.17447186,0.0,0.16285925
226,0.2524594,0.0,0.023056766,0.0,0.045972392,0.18764217,0.11307418,0.0,0.12533562,0.2524594
227,0.82565546,0.0,0.0,0.0,0.0,0.0,0.1743446,0.0,0.0,0.0
228,0.5876658,0.12111248,0.24401236,0.0,0.0,0.047209445,0.0,0.0,0.0,0.0
229,0.0,0.3664432,0.0,0.0,0.0,0.0,0.3664432,0.0,0.26711363,0.0
230,0.0,0.34167027,0.0,0.0,0.0,0.31665948,0.0,0.0,0.0,0.34167027
231,0.33766603,0.46787965,0.03950229,0.0,0.15495196,0.0,0.0,0.0,0.0,0.0
232,0.0,0.26447332,0.0,0.0,0.0059433416,0.0035259833,0.26964983,0.12683927,0.12374309,0.20582518
233,0.0,0.43269238,0.5191792,0.0,0.04812847,0.0,0.0,0.0,0.0,0.0
234,0.4367935,0.031874396,0.39929482,0.0,0.0,0.0,0.0,0.0,0.13203725,0.0
235,0.499087,0.4835412,0.0,0.01737183,0.0,0.0,0.0,0.0,0.0,0.0
236,0.0,0.0,0.419315,0.0,0.3865488,0.0,0.0,0.0,0.0,0.1941362
237,0.0,0.1386257,0.0,0.047677174,0.0,0.0,0.25025326,0.36292726,0.20051654,0.0
238,0.0,0.0,0.0,0.0,0.0,0.08895161,0.0,0.0,0.6028908,0.30815756
239,0.07925762,0.211471,0.59235156,0.0,0.07529603,0.0,0.0,0.041623726,0.0,0.0
240,0.0,0.57595116,0.1042672,0.0,0.0,0.19662379,0.0,0.0,0.12315779,0.0
241,0.2739594,0.019746948,0.0,0.0,0.0,0.2739594,0.19931309,0.0,0.2330212,0.0
242,0.2573699,0.0035906127,0.0,0.0,0.0,0.3881357,0.0,0.0,0.35090384,0.0
243,0.2083096,0.2855778,0.0,0.0,0.0,0.0,0.25646523,0.08489282,0.16475458,0.0
244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69106746,0.30893248,0.0
245,0.0,0.23355755,0.34683344,0.0,0.068852425,0.24334025,0.0,0.0,0.107416354,0.0
246,0.0,0.5993836,0.0,0.0,0.051035088,0.0,0.3495813,0.0,0.0,0.0
247,0.06848074,0.30182353,0.0,0.0,0.0,0.1171871,0.32719392,0.0,0.0,0.18531474
248,0.0,0.0,0.0,0.0,0.0,0.0,0.37105775,0.0,0.0,0.62894225
249,0.62318826,0.0,0.3074258,0.0,0.0,0.06938595,0.0,0.0,0.0,0.0
250,0.1923829,0.21064202,0.0,0.0,0.0,0.15927708,0.0,0.1960652,0.17520136,0.06643144
251,0.036247052,0.2592919,0.0,0.0,0.12843722,0.15457967,0.2592919,0.16215228,0.0,0.0
252,0.090210006,0.28991604,0.0,0.0,0.0,0.2691891,0.0,0.0,0.28991604,0.06076884
253,0.0,0.14943023,0.17338732,0.0,0.0,0.33859122,0.33859122,0.0,0.0,0.0
254,0.16003141,0.0,0.0,0.0,0.0,0.0,0.63428915,0.0,0.0,0.20567945
255,0.0,0.0,0.5142453,0.12386921,0.0,0.0,0.0,0.0,0.0,0.36188558
256,0.0,0.0,0.30886474,0.0,0.0,0.0,0.14014333,0.30228668,0.24870524,0.0
257,0.32399756,0.32399756,0.0,0.0,0.011748579,0.0,0.15712658,0.0,0.14744742,0.03568228
258,0.0,0.360575,0.17420225,0.0,0.0,0.0,0.0,0.0,0.23348285,0.2317398
259,0.0,0.29117906,0.0033327253,0.050690435,0.18877475,0.174844,0.0,0.29117906,0.0,0.0
260,0.0,0.20860781,0.0,0.0,0.0,0.007074138,0.44558874,0.0,0.33872935,0.0
261,0.11251094,0.25620544,0.0,0.0,0.0,0.2763565,0.0,0.0,0.2763565,0.07857065
262,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,0.0,0.1628979,0.0,0.0,0.0,0.34401798,0.35268232,0.04186073,0.0985411,0.0
264,0.18383119,0.18383119,0.03245861,0.0,0.16301706,0.18383119,0.06919956,0.0,0.18383119,0.0
265,0.0,0.33749452,0.0,0.0,0.0,0.0,0.32501096,0.0,0.33749452,0.0
266,0.0,0.0,0.0,0.0,0.0,0.27656698,0.0,0.0,0.7234331,0.0
267,0.2695487,0.32160676,0.12010727,0.0,0.0,0.076286584,0.0,0.21245067,0.0,0.0
268,0.0,0.36548942,0.13574636,0.0,0.0,0.36548942,0.02800914,0.10526568,0.0,0.0
269,0.056696042,0.24977724,0.106017254,0.0,0.19295178,0.0,0.0,0.0,0.17217726,0.22238043
270,0.0,0.525439,0.0,0.0,0.0,0.0,0.36395854,0.0,0.0,0.11060248
271,0.0,0.15032908,0.04410112,0.0,0.0,0.0,0.030795049,0.0,0.27780226,0.49697247
272,0.16900814,0.2759639,0.0,0.0,0.0,0.09418026,0.21511342,0.0,0.24573435,0.0
273,0.2441488,0.2441488,0.0,0.0,0.0,0.0010314825,0.2441488,0.022373358,0.2441488,0.0
274,0.0,0.31112298,0.28434524,0.0,0.0,0.08201135,0.32252043,0.0,0.0,0.0
275,0.0,0.0,0.24426293,0.0,0.0,0.0,0.0,0.75573707,0.0,0.0
276,0.0,0.36999387,0.0,0.0,0.0,0.0,0.0,0.26001227,0.36999387,0.0
277,0.0,0.1455624,0.0,0.0,0.0,0.23730274,0.47216287,0.0,0.0,0.14497198
278,0.0,0.0,0.4255902,0.0,0.0,0.0,0.0,0.5744098,0.0,0.0
279,0.071330875,0.26563665,0.0,0.0,0.0,0.0011075224,0.66192496,0.0,0.0,0.0
280,0.0,0.09874134,0.21884002,0.0,0.0,0.09566808,0.21884002,0.16082531,0.0,0.20708519
281,0.07979177,0.23005205,0.23005205,0.0,0.0,0.0,0.23005205,0.0,0.23005205,0.0
282,0.396627,0.37120897,0.0,0.0,0.0,0.23216398,0.0,0.0,0.0,0.0
283,0.15140401,0.26739773,0.0,0.0,0.0,0.0,0.2567149,0.0,0.01814716,0.30633616
284,0.33524024,0.0,0.33524024,0.0,0.0,0.0,0.32367796,0.0,0.0,0.005841544
285,0.21514478,0.14768448,0.30548576,0.0,0.0,0.27637112,0.0,0.0,0.055313744,0.0
286,0.0,0.0,0.33398363,0.0,0.0,0.113481306,0.0,0.0,0.24736775,0.30516732
287,0.0,0.10658647,0.275333,0.0,0.20399792,0.15200244,0.0,0.0,0.16073494,0.101345286
288,0.0,0.30038473,0.0,0.0,0.2924679,0.02598038,0.30038473,0.0,0.0,0.08078225
289,0.0,0.374073,0.3175859,0.0,0.0,0.22415072,0.08419036,0.0,0.0,0.0
290,0.0,0.95506424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044935722
291,0.101792134,0.23818322,0.021867555,0.0,0.03266674,0.0,0.23818322,0.23818322,0.053103387,0.07602058
292,0.0,0.3148919,0.0,0.0,0.12666142,0.24355471,0.0,0.0,0.3148919,0.0
293,0.5140843,0.0,0.124068014,0.0,0.0,0.0,0.0,0.0,0.0,0.36184767
294,0.0,0.26023406,0.0,0.0,0.0063914587,0.082080655,0.31748125,0.31748125,0.016331334,0.0
295,0.0,0.41829076,0.16341847,0.0,0.0,0.0,0.41829076,0.0,0.0,0.0
296,0.0,0.4270358,0.0,0.0,0.0,0.0,0.0,0.0,0.36380434,0.20915982
297,0.0,0.0,0.4113442,0.0,0.0,0.034830946,0.4113442,0.0,0.0,0.14248076
298,0.6979719,0.0,0.0,0.0,0.0,0.30202812,0.0,0.0,0.0,0.0
299,0.1342898,0.3670925,0.0,0.0,0.0,0.0,0.49861768,0.0,0.0,0.0
300,0.0,0.38740015,0.0,0.0,0.0,0.35100153,0.0,0.12933566,0.13226266,0.0
301,0.1581006,0.3395624,0.0,0.0,0.0,0.0,0.39733458,0.0,0.10500244,0.0
302,0.24189241,0.28390893,0.1741091,0.0,0.0,0.0,0.10644398,0.0,0.19364555,0.0
303,0.0,0.31995064,0.25267535,0.0,0.055316214,0.0,0.20905451,0.0,0.07405666,0.08894662
304,0.0,0.3498978,0.0,0.0,0.23901358,0.3498978,0.061190773,0.0,0.0,0.0
305,0.0,0.37646437,0.0,0.0,0.0,0.0,0.37646437,0.0,0.2470712,0.0
306,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
307,0.19137904,0.19137904,0.11715996,0.0,0.13285783,0.0,0.19137904,0.0,0.037786238,0.13805881
308,0.0,0.24263866,0.0,0.0,0.444633,0.31272832,0.0,0.0,0.0,0.0
309,0.0,0.17196102,0.40490222,0.0,0.0,0.0,0.42313677,0.0,0.0,0.0
310,0.0,0.034298744,0.0,0.0,0.13476664,0.12690791,0.0,0.513321,0.0,0.19070572
311,0.18303813,0.38448915,0.28059462,0.0,0.0,0.036765337,0.08145898,0.0,0.03365377,0.0
312,0.29020202,0.24909875,0.0,0.0,0.048137087,0.0,0.0,0.0,0.016685748,0.39587632
313,0.11608367,0.0,0.3510296,0.13710831,0.0,0.0,0.26458204,0.0,0.0,0.13119642
314,0.0,0.50690615,0.0,0.0,0.0,0.4381825,0.0,0.0,0.0,0.054911338
315,0.13232577,0.35465577,0.0,0.0,0.0,0.0,0.15836272,0.0,0.35465577,0.0
316,0.0,0.28167444,0.15444787,0.0,0.0,0.25642833,0.053869776,0.0,0.0,0.25357956
317,0.0,0.37176096,0.042464584,0.0,0.0,0.34122875,0.0,0.0,0.1988086,0.04573712
318,0.14520645,0.0,0.08898477,0.0,0.0,0.0,0.46339178,0.30241698,0.0,0.0
319,0.25495613,0.24019398,0.0,0.0,0.0,0.0,0.31528872,0.0,0.14025731,0.049303886
320,0.0,0.4451913,0.0,0.0,0.0,0.0,0.0,0.0,0.10961733,0.4451913
321,0.4840413,0.258444,0.13156652,0.0,0.12594819,0.0,0.0,0.0,0.0,0.0
322,0.052255765,0.20459616,0.14602543,0.0,0.0,0.20459616,0.20459616,0.0,0.18793035,0.0
323,0.0,0.0,0.0,0.0,0.0,0.7543107,0.0,0.0,0.0,0.24568927
324,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
325,0.24611124,0.0,0.20369703,0.0,0.0,0.0,0.27067646,0.008838811,0.27067646,0.0
