Time,AAPL,MSFT,AMZN,NVDA,GOOGL,XOM,UNH,JNJ,V,BRK.B
43,0.0,0.43842325,0.06019633,0.0,0.06295715,0.0,0.43842325,0.0,0.0,0.0
44,0.0,0.5808151,0.33171287,0.0,0.08747198,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.3412416,0.0,0.0,0.4143098,0.2444486,0.0,0.0,0.0
46,0.0,0.63690597,0.03294749,0.0,0.0,0.0,0.0,0.0,0.0,0.33014655
47,0.0,0.3029321,0.0,0.0,0.0,0.3029321,0.3029321,0.0,0.091203615,0.0
48,0.065703675,0.24409725,0.24409725,0.0,0.0,0.24409725,0.20200461,0.0,0.0,0.0
49,0.0,0.0,0.12867524,0.0,0.0,0.6311387,0.14666092,0.0,0.0,0.093525104
50,0.0,0.5472269,0.0,0.0,0.0,0.38709834,0.0,0.0,0.0,0.06567471
51,0.0,0.43749976,0.0,0.0,0.0,0.17033184,0.0,0.27539447,0.0,0.11677392
52,0.0,0.07469939,0.44249442,0.0,0.0,0.30121264,0.1815936,0.0,0.0,0.0
53,0.05677982,0.05181623,0.3119357,0.0,0.1020976,0.28238872,0.14615567,0.0,0.0,0.04882632
54,0.0,0.3147217,0.0,0.035617325,0.0,0.3147217,0.3147217,0.0,0.0,0.020217579
55,0.19572735,0.0,0.0,0.0,0.0,0.0050955075,0.0,0.14555167,0.31715572,0.3364697
56,0.21908748,0.21908748,0.2055601,0.0,0.1468941,0.0,0.091199,0.0,0.08185693,0.03631487
57,0.0,0.0,0.28096026,0.0,0.0,0.1336882,0.08204458,0.0,0.44513574,0.058171246
58,0.18898849,0.20420597,0.0896084,0.0,0.0028152086,0.2580601,0.2563218,0.0,0.0,0.0
59,0.0,0.2881771,0.19455928,0.0,0.10147934,0.048552077,0.07905518,0.0,0.2881771,0.0
60,0.0,0.30492336,0.0,0.0,0.0,0.30492336,0.0,0.1760696,0.0,0.21408364
61,0.0,0.4113458,0.0,0.0,0.0,0.4113458,0.17730838,0.0,0.0,0.0
62,0.0,0.40610555,0.0,0.0,0.0,0.0,0.0,0.0,0.32012448,0.27376997
63,0.0,0.5255254,0.27340236,0.0,0.0,0.20107223,0.0,0.0,0.0,0.0
64,0.041349407,0.49260187,0.0,0.0,0.46604875,0.0,0.0,0.0,0.0,0.0
65,0.39268366,0.19475974,0.05037904,0.0,0.0,0.0,0.2593156,0.0,0.09553907,0.007322814
66,0.0,0.41831318,0.0,0.0,0.38094074,0.050204482,0.0,0.0,0.15054159,0.0
67,0.03721094,0.0,0.0,0.0,0.41670218,0.36183265,0.0,0.0,0.0,0.18425423
68,0.34620056,0.45780304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19599643
69,0.11695654,0.0,0.09316826,0.0,0.0,0.0,0.7898752,0.0,0.0,0.0
70,0.23841283,0.3807936,0.0,0.0,0.0,0.0,0.3807936,0.0,0.0,0.0
71,0.0,0.0,0.08830394,0.0,0.21389319,0.6797247,0.018078163,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
73,0.085669644,0.2682491,0.2207761,0.0,0.0,0.2682491,0.0,0.0,0.0,0.15705612
74,0.0,0.11138754,0.17222226,0.0,0.0,0.2863919,0.1436064,0.0,0.2863919,0.0
75,0.3174213,0.0,0.10202066,0.0,0.015068997,0.0,0.35048273,0.0,0.21500628,0.0
76,0.0,0.07217341,0.079453215,0.0,0.0,0.17743371,0.14503211,0.0,0.18574038,0.34016716
77,0.06295621,0.17862368,0.0,0.17862368,0.0,0.17862368,0.17862368,0.0,0.09693977,0.12560935
78,0.0041920627,0.2524197,0.0,0.041642297,0.0,0.0069884993,0.3473787,0.0,0.3473787,0.0
79,0.39768785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60231215
80,0.09536401,0.14140242,0.08470929,0.0,0.0,0.28539592,0.3931284,0.0,0.0,0.0
81,0.0,0.19335489,0.26871705,0.0,0.0,0.0,0.17857492,0.16720457,0.0,0.19214852
82,0.06610399,0.3109648,0.0,0.05499836,0.0,0.0,0.0,0.0,0.56793284,0.0
83,0.0,0.28493834,0.0,0.0,0.0,0.0,0.39206725,0.0,0.0,0.3229944
84,0.20219037,0.0,0.0,0.0,0.19743969,0.09998589,0.4193182,0.046846088,0.03421972,0.0
85,0.0,0.11840593,0.0,0.0,0.0,0.44079703,0.0,0.44079703,0.0,0.0
86,0.0,0.15738013,0.0,0.0,0.0,0.0,0.22735484,0.453325,0.16194,0.0
87,0.0,0.2471657,0.0,0.0,0.37469727,0.003439744,0.37469727,0.0,0.0,0.0
88,0.0,0.40323457,0.036373008,0.21137477,0.18175381,0.15024395,0.0,0.013493991,0.0,0.0035258897
89,0.3347362,0.3347362,0.0,0.0,0.026763925,0.0,0.067618914,0.20253892,0.03360588,0.0
90,0.2868139,0.3382375,0.022135664,0.0,0.0,0.0,0.3382375,0.0,0.014575454,0.0
91,0.0,0.3592476,0.0,0.0,0.0,0.0,0.64075243,0.0,0.0,0.0
92,0.0,0.0,0.1629803,0.0,0.1924049,0.0,0.17796578,0.0,0.0,0.46664912
93,0.0,0.15685908,0.3145845,0.0,0.0,0.18993232,0.027463187,0.19215718,0.0,0.11900367
94,0.5468396,0.0,0.007527323,0.0,0.0,0.0,0.0,0.0,0.0,0.4456331
95,0.0,0.32961586,0.09042387,0.0,0.0,0.0,0.31596175,0.0,0.26399848,0.0
96,0.0,0.4661025,0.4661025,0.0,0.0031813025,0.0,0.06461368,0.0,0.0,0.0
97,0.23475607,0.23475607,0.0,0.0,0.0,0.1531836,0.23475607,0.0,0.14254825,0.0
98,0.0,0.21173497,0.21173497,0.03799635,0.10196584,0.08500495,0.06616296,0.20274344,0.08265656,0.0
99,0.0,0.7539995,0.06319629,0.0,0.0,0.0,0.18280432,0.0,0.0,0.0
100,0.042421967,0.067251466,0.41702712,0.0,0.060568,0.4127314,0.0,0.0,0.0,0.0
101,0.08650418,0.27563098,0.0,0.0,0.0,0.11269891,0.24953493,0.0,0.27563098,0.0
102,0.03301593,0.0,0.0,0.0,0.0,0.5515861,0.0,0.0,0.31910884,0.09628919
103,0.0,0.36056435,0.32673383,0.027722586,0.0,0.0,0.28493595,0.0,0.0,4.326738e-05
104,0.0,0.0,0.19003665,0.0,0.2199577,0.29500282,0.0,0.0,0.29500282,0.0
105,0.0,0.41895065,0.0,0.0,0.1540311,0.0,0.41895065,0.008067612,0.0,0.0
106,0.49505413,0.054637138,0.0,0.0,0.03322692,0.10903607,0.1469609,0.0,0.0,0.1610848
107,0.0,0.30535868,0.0,0.0,0.23494086,0.0071991673,0.30535868,0.0,0.0,0.14714263
108,0.08846134,0.21994899,0.21994899,0.0,0.0,0.21994899,0.0,0.0,0.21994899,0.031742685
109,0.26015246,0.26015246,0.0,0.0,0.15588507,0.025082385,0.26015246,0.0,0.0,0.038575143
110,0.08076323,0.23945037,0.23945037,0.0,0.0,0.2008857,0.0,0.0,0.0,0.23945037
111,0.0,0.1765561,0.0,0.0,0.0,0.0,0.41172197,0.0,0.0,0.41172197
112,0.0,0.70579475,0.0,0.0,0.0,0.0,0.0,0.0,0.29420522,0.0
113,0.0,0.36655614,0.0,0.0,0.0,0.09137186,0.0,0.0,0.17551588,0.36655614
114,0.21998526,0.23025045,0.23025045,0.0,0.0,0.004967446,0.084295996,0.0,0.23025045,0.0
115,0.117710754,0.0,0.0,0.2790703,0.04507838,0.0,0.2790703,0.2790703,0.0,0.0
116,0.0,0.0,0.4426408,0.0,0.0,0.08584512,0.0,0.0,0.4426408,0.028873164
117,0.0,0.29275438,0.102285944,0.0,0.18531093,0.06480955,0.29275438,0.0,0.0,0.062084794
118,0.026009766,0.19550052,0.0,0.0,0.0,0.20319554,0.28764707,0.28764707,0.0,0.0
119,0.0,0.37511587,0.0,0.0,0.0,0.0,0.016362619,0.0,0.22700517,0.3815163
120,0.2705505,0.3876983,0.0,0.0,0.0,0.3417512,0.0,0.0,0.0,0.0
121,0.0,0.17788385,0.0,0.0,0.0,0.15195802,0.25386864,0.25386864,0.043773383,0.11864749
122,0.036919706,0.31347856,0.0,0.0,0.13251667,0.0,0.30822083,0.0,0.20886423,0.0
123,0.19662215,0.19662215,0.19334579,0.0,0.0,0.102521904,0.16399337,0.0,0.022349618,0.12454496
124,0.0,0.018658606,0.0,0.0,0.0,0.43579873,0.43579873,0.109743915,0.0,0.0
125,0.0,0.24879332,0.24879332,0.0,0.0,0.12734713,0.24879332,0.0,0.12627293,0.0
126,0.1460914,0.36826393,0.0,0.0,0.0,0.4663524,0.019292284,0.0,0.0,0.0
127,0.0,0.0,0.3582646,0.0,0.0,0.06035532,0.3582646,0.05713603,0.16597947,0.0
128,0.0,0.42474902,0.23271777,0.0,0.0,0.0,0.0,0.117489755,0.0,0.22504345
129,0.0,0.36271632,0.0,0.0,0.0,0.20608391,0.34618223,0.0,0.0,0.085017554
130,0.0,0.2206979,0.10467449,0.0,0.05552393,0.2206979,0.0,0.115674675,0.2206979,0.06203315
131,0.22655164,0.00670164,0.16203766,0.0,0.039029334,0.22655164,0.0,0.0,0.22655164,0.112576455
132,0.17465502,0.21002522,0.21002522,0.0,0.05139426,0.21002522,0.14387505,0.0,0.0,0.0
133,0.0,0.52328724,0.23383781,0.0,0.0,0.242875,0.0,0.0,0.0,0.0
134,0.0,0.037028965,0.5346389,0.0,0.0,0.0,0.0,0.0,0.0,0.42833212
135,0.0,0.8302062,0.0,0.0,0.0,0.0,0.0,0.08680607,0.0,0.082987726
136,0.0,0.3029412,0.0,0.0,0.0,0.0,0.0,0.0,0.21596447,0.4810944
137,0.0,0.26964906,0.0762393,0.0,0.0,0.0,0.39917326,0.0,0.25493836,0.0
138,0.36737648,0.36737648,0.0,0.1014172,0.0,0.16382991,0.0,0.0,0.0,0.0
139,0.19402063,0.0,0.19364242,0.0,0.0,0.1350341,0.2350593,0.0,0.24224357,0.0
140,0.25313932,0.46100053,0.2858602,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,0.0,0.2914488,0.0,0.0,0.0,0.0,0.58665115,0.0,0.0,0.12190001
142,0.0,0.0,0.44283348,0.0,0.0,0.0,0.49162534,0.0,0.0,0.06554118
143,0.6335451,0.0,0.0,0.0,0.0,0.11210411,0.0,0.0,0.25435078,0.0
144,0.17079554,0.2603189,0.0,0.0,0.0,0.24957904,0.0,0.010574282,0.3087322,0.0
145,0.25253356,0.0,0.0,0.0,0.25253356,0.2391038,0.25253356,0.0,0.0,0.0032955715
146,0.0,0.51458603,0.0,0.0,0.050373387,0.0,0.0,0.0,0.0,0.4350406
147,0.3113312,0.34208006,0.0,0.0,0.0,0.0,0.0,0.0,0.07881908,0.26776963
148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56001145,0.43998855
149,0.0,0.0,0.0,0.0,0.2991264,0.4839735,0.0,0.0,0.0,0.21690007
150,0.0,0.40300557,0.10455588,0.0,0.0,0.0,0.40300557,0.0,0.089432895,0.0
151,0.52895164,0.0,0.0,0.0,0.0,0.0,0.47104833,0.0,0.0,0.0
152,0.24429348,0.41919586,0.15685542,0.0,0.0,0.0,0.17965521,0.0,0.0,0.0
153,0.027458133,0.0,0.0,0.0,0.51916796,0.0,0.45337394,0.0,0.0,0.0
154,0.2783053,0.035758328,0.057495758,0.0,0.0,0.2692934,0.2711769,0.0,0.08797031,0.0
155,0.0,0.0,0.08276085,0.0,0.0,0.23319341,0.3420229,0.0,0.0,0.3420229
156,0.0,0.9795425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020457458
157,0.0,0.29098073,0.35208905,0.0,0.0,0.16141191,0.0,0.0,0.13196303,0.06355533
158,0.0,0.32901928,0.0,0.0,0.0,0.32901928,0.0,0.0,0.012942098,0.32901928
159,0.0,0.92661965,0.0,0.0,0.0,0.0,0.0,0.0733804,0.0,0.0
160,0.010109322,0.37464115,0.30030367,0.0,0.0,0.0,0.0,0.0,0.3149459,0.0
161,0.0,0.33780065,0.07832414,0.0,0.0,0.0,0.33956742,0.051992454,0.0,0.19231533
162,0.23886688,0.24496257,0.20651476,0.0,0.0,0.0,0.0,0.21952909,0.09012676,0.0
163,0.18615757,0.4043179,0.016692366,0.0,0.0,0.0,0.3213963,0.0,0.0,0.071435906
164,0.21914458,0.0,0.10992667,0.0,0.0,0.32102105,0.0,0.06333827,0.25933802,0.027231446
165,0.19133647,0.49477318,0.26548773,0.0,0.0,0.0,0.0,0.048402566,0.0,0.0
166,0.25037774,0.23750089,0.25037774,0.0004064911,0.037868053,0.04524392,0.0,0.0,0.17822513,0.0
167,0.17998351,0.20213728,0.0,0.0,0.0,0.0,0.0,0.0,0.30792457,0.30995464
168,0.18818624,0.25557905,0.0,0.0,0.010474952,0.00078901503,0.27248538,0.0,0.0,0.27248538
169,0.16039214,0.0,0.0,0.0,0.0,0.0,0.8396079,0.0,0.0,0.0
170,0.0,0.46985915,0.02176714,0.0,0.01776466,0.0,0.0,0.09509346,0.0,0.39551553
171,0.0,0.26464617,0.0,0.0,0.0,0.0,0.26464617,0.20606148,0.26464617,0.0
172,0.0,0.07996489,0.20143364,0.0,0.015640087,0.005303333,0.0,0.0,0.14556617,0.5520919
173,0.0,0.0,0.0,0.0,0.0,0.0,0.56428564,0.0,0.0,0.43571436
174,0.0,0.28936863,0.14465293,0.0,0.0,0.16297364,0.28936863,0.0,0.11363614,0.0
175,0.0,0.64207035,0.22350115,0.0,0.0,0.024082655,0.0,0.0,0.11034586,0.0
176,0.035184685,0.96481526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,0.057819545,0.0,0.12959558,0.0,0.32718423,0.0,0.36599395,0.0,0.11940666,0.0
178,0.0,0.0,0.0,0.0,0.0,0.0,0.750951,0.0,0.034095824,0.21495317
179,0.18822913,0.0,0.0,0.0,0.0,0.061805353,0.29986697,0.0,0.29986697,0.15023154
180,0.29911554,0.0,0.0,0.0,0.0,0.20492326,0.0,0.0,0.20934233,0.28661883
181,0.28323224,0.7167677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,0.16145983,0.3572727,0.14118136,0.0,0.0,0.1128915,0.13633798,0.0,0.0908566,0.0
183,0.3147693,0.0,0.3147693,0.0,0.0,0.0,0.0,0.0,0.3147693,0.055692155
184,0.1364994,0.23734705,0.23734705,0.0,0.0,0.23734705,0.15145952,0.0,0.0,0.0
185,0.0,0.44479436,0.44479436,0.0,0.0,0.06243571,0.04797555,0.0,0.0,0.0
186,0.0,0.0,0.0,0.0,0.0,0.46915564,0.46915564,0.0,0.061688755,0.0
187,0.2142723,0.2142723,0.0,0.0,0.0,0.0,0.20759417,0.0,0.2142723,0.14958897
188,0.43945017,0.050109405,0.070990294,0.0,0.0,0.0,0.43945017,0.0,0.0,0.0
189,0.0,0.29581,0.0,0.0,0.0,0.11256992,0.29581,0.0,0.29581,0.0
190,0.28873393,0.3243813,0.0,0.0,0.0,0.0,0.3243813,0.0024562522,0.06004715,0.0
191,0.040819947,0.21673527,0.21673527,0.0,0.0,0.0,0.06975897,0.21673527,0.21673527,0.022479888
192,0.0,0.17518078,0.0,0.0,0.0,0.0,0.30774596,0.07283917,0.30774596,0.1364881
193,0.0,0.0,0.0,0.0,0.0,0.0,0.39294353,0.0,0.29068467,0.31637177
194,0.0,0.5689465,0.032269184,0.0,0.09999391,0.036348026,0.0,0.0,0.2624425,0.0
195,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0
196,0.21221669,0.17743449,0.053326227,0.0,0.0,0.11618182,0.21221669,0.01640745,0.21221669,0.0
197,0.06356897,0.0,0.0,0.0,0.0,0.0,0.644524,0.0,0.29190704,0.0
198,0.0,0.24578227,0.0,0.0,0.0,0.35814634,0.0,0.22317196,0.1728994,0.0
199,0.0,0.3601564,0.33365095,0.0,0.0,0.0,0.30619276,0.0,0.0,0.0
200,0.0,0.39097968,0.41198993,0.0,0.0,0.0,0.0,0.0,0.19703044,0.0
201,0.0,0.69662684,0.0,0.0,0.0,0.0,0.3033731,0.0,0.0,0.0
202,0.0,0.13072675,0.0,0.18938407,0.0,0.24217123,0.0,0.0,0.19554675,0.24217123
203,0.0,0.3427672,0.10253118,0.0,0.0,0.55470157,0.0,0.0,0.0,0.0
204,0.18650022,0.3168021,0.10677123,0.0,0.0,0.0,0.0,0.2435593,0.0,0.14636713
205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21848083,0.0,0.7815192
206,0.0,0.0,0.0,0.0,0.46781117,0.53218883,0.0,0.0,0.0,0.0
207,0.0,0.0,0.0,0.0,0.0,0.0,0.42528215,0.0,0.2927162,0.28200167
208,0.5065457,0.043301653,0.2878734,0.0,0.0,0.0,0.0,0.0,0.16227917,0.0
209,0.0,0.015860742,0.29788524,0.0,0.29788524,0.0,0.23734172,0.151027,0.0,0.0
210,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,0.0,0.9571723,0.0,0.0,0.0,0.042827778,0.0,0.0,0.0,0.0
212,0.0,0.31926286,0.31926286,0.0,0.0,0.0,0.0,0.0021407863,0.040070698,0.31926286
213,0.16850185,0.23458989,0.43638176,0.0,0.0,0.0,0.0,0.0630407,0.09748569,0.0
214,0.0,0.19010986,0.12526111,0.0,0.0,0.0,0.0827992,0.12798855,0.47384122,0.0
215,0.14081402,0.46927637,0.0,0.0,0.0,0.0,0.16024694,0.10506117,0.0,0.12460148
216,0.25892466,0.37117377,0.14149392,0.0,0.0,0.07461414,0.09328534,0.0,0.0,0.06050821
217,0.38505006,0.0,0.0,0.0,0.22989987,0.0,0.38505006,0.0,0.0,0.0
218,0.0,0.18777892,0.1595045,0.0,0.051157407,0.18777892,0.18777892,0.0,0.18777892,0.038222373
219,0.0,0.109814696,0.0,0.0,0.17105795,0.0,0.22009602,0.21623419,0.0,0.28279716
220,0.39555588,0.031120334,0.0,0.0,0.0,0.48507243,0.0,0.0,0.0,0.08825138
221,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
222,0.0,0.12719524,0.077599406,0.074332744,0.0,0.32501912,0.32501912,0.0,0.070834406,0.0
223,0.38864365,0.0,0.07738701,0.0,0.11869383,0.0,0.0,0.0,0.4152755,0.0
224,0.2968884,0.2968884,0.0,0.0,0.10933474,0.2968884,0.0,0.0,0.0,0.0
225,0.0,0.0,0.0715048,0.0,0.0,0.3519033,0.1940668,0.38252512,0.0,0.0
226,0.0,0.47603732,0.0,0.1351496,0.0,0.3303687,0.0,0.0,0.0,0.05844433
227,0.0,0.111850165,0.2311966,0.0,0.0,0.036775142,0.42797697,0.0,0.0,0.19220114
228,0.54053867,0.0,0.0,0.0,0.0,0.34149382,0.11796756,0.0,0.0,0.0
229,0.0,0.3120642,0.0,0.0,0.0,0.28234765,0.0,0.0,0.21388109,0.19170713
230,0.17194565,0.012623017,0.24405007,0.0,0.0,0.24405007,0.051346656,0.0,0.05609869,0.21988586
231,0.0,0.21850885,0.21850885,0.0,0.09091619,0.21639846,0.052392352,0.034771986,0.16850333,0.0
232,0.36251393,0.0,0.0,0.0,0.24807626,0.0,0.0,0.2026859,0.18672393,0.0
233,0.0,0.27212247,0.04063605,0.0,0.0,0.30947366,0.30947366,0.06829419,0.0,0.0
234,0.0,0.0,0.0,0.0,0.0,0.31039643,0.0,0.0,0.2409619,0.4486417
235,0.14971526,0.6631044,0.017321402,0.0,0.0,0.0,0.0,0.16985883,0.0,0.0
236,0.0,0.28636396,0.0,0.0,0.0,0.14090815,0.28636396,0.0,0.0,0.28636396
237,0.18742967,0.20762745,0.014520003,0.0,0.11416761,0.25829157,0.13979325,0.0,0.078170545,0.0
238,0.18260615,0.08612962,0.0053875977,0.0,0.4977396,0.0,0.0,0.0,0.22813705,0.0
239,0.17448968,0.2976344,0.2976344,0.0,0.17369942,0.05654213,0.0,0.0,0.0,0.0
240,0.0,0.27753624,0.27753624,0.0,0.17207235,0.0,0.21047865,0.0,0.0,0.06237655
241,0.0,0.4280417,0.4280417,0.0,0.0,0.0,0.0,0.0,0.0,0.14391659
242,0.0,0.066117436,0.030394826,0.0,0.0,0.5504851,0.0,0.0,0.0,0.35300273
243,0.0,0.5572228,0.020874495,0.0,0.0,0.0,0.0,0.0,0.101266995,0.3206358
244,0.065950036,0.2981864,0.2981864,0.0,0.0,0.0,0.2981864,0.039490752,0.0,0.0
245,0.0,0.0,0.0,0.0,0.39768234,0.009081574,0.19608833,0.0,0.25095224,0.14619562
246,0.0,0.42623627,0.0,0.0,0.14752743,0.0,0.0,0.42623627,0.0,0.0
247,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,0.05557756,0.15689911,0.0,0.12286752,0.019580621,0.0,0.18551362,0.20506316,0.20506316,0.04943523
249,0.23025055,0.0,0.10825797,0.0,0.20231357,0.1411233,0.23025055,0.0,0.08780396,0.0
250,0.0,0.6335004,0.0,0.0,0.0,0.25560352,0.0,0.110896066,0.0,0.0
251,0.46426946,0.0,0.4656691,0.0,0.0,0.0,0.05925426,0.0,0.010807185,0.0
252,0.0,0.43075973,0.0,0.0,0.43075973,0.0,0.0,0.10390722,0.034573287,0.0
253,0.0,0.0,0.054933313,0.0,0.0,0.0,0.4938055,0.0,0.0,0.45126122
254,0.14719832,0.0,0.14554235,0.0,0.16969578,0.2881525,0.012877412,0.0,0.23653375,0.0
255,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,0.24134797,0.27966103,0.11291746,0.0,0.0,0.0,0.24153015,0.12454338,0.0,0.0
257,0.0,0.4280586,0.0,0.0,0.0,0.18600288,0.36076924,0.0,0.0,0.025169257
258,0.112504564,0.39536485,0.0,0.0,0.0832897,0.0,0.0,0.013476049,0.39536485,0.0
259,0.0,0.0040974123,0.0,0.0,0.0,0.0,0.4979513,0.0,0.0,0.4979513
260,0.23223959,0.20500353,0.0,0.0,0.0,0.32475853,0.0049059647,0.0,0.0,0.23309234
261,0.0,0.38494962,0.0,0.0,0.0,0.28661296,0.0,0.0,0.272893,0.055544335
262,0.0,0.48549715,0.0,0.0,0.09909773,0.0,0.0,0.0,0.0,0.41540512
263,0.0,0.30843052,0.080233954,0.0,0.0,0.17614925,0.09890407,0.0,0.30843052,0.027851703
264,0.0,0.6993579,0.0,0.0,0.0,0.0,0.0,0.0,0.30064207,0.0
265,0.0,0.34121963,0.004698021,0.0,0.0,0.13555871,0.34121963,0.0,0.17730401,0.0
266,0.0,0.4160922,0.026246535,0.0,0.1415691,0.0,0.0,0.4160922,0.0,0.0
267,0.0,0.30895197,0.0,0.0,0.0,0.0,0.02948216,0.23186168,0.30895197,0.12075221
268,0.0,0.35017195,0.03681762,0.0,0.0,0.06470778,0.0,0.007571523,0.19055918,0.35017195
269,0.0,0.62821764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3717824
270,0.06574344,0.1014042,0.22950104,0.0,0.20460628,0.016130924,0.2525107,0.0,0.13010338,0.0
271,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,0.28228548,0.44006622,0.112863906,0.0,0.050801456,0.0,0.0,0.0,0.11398298,0.0
273,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
274,0.35343567,0.35604975,0.10330654,0.0,0.12650685,0.06070118,0.0,0.0,0.0,0.0
