date,open,high,low,close,volume,Name,return,rsi,macd,ema_20,sma_50,atr
2013-04-22,67.38,67.385,66.41,66.72,489122,MAC,-0.006847275974992684,60.95742071163631,-0.010165062606132036,65.58395496902368,63.1284,1.0324473883426395
2013-04-23,67.07,67.35,66.58,67.16,598970,MAC,0.00659472422062346,63.108624327990924,-0.017707601009838703,65.73405449578333,63.2388,1.013701146318165
2013-04-24,67.25,67.64,66.99,67.63,484937,MAC,0.006998213222155991,65.30753716617633,-0.001849951653451809,65.91462073428015,63.361000000000004,0.9877224930097251
2013-04-25,67.69,68.53,67.03,68.45,729406,MAC,0.012124796687860595,68.8014947577364,0.05018359662140259,66.15608542625347,63.492599999999996,1.0243137435090304
2013-04-26,68.34,68.89,68.33,68.8,942467,MAC,0.005113221329437367,70.18188402085892,0.09205513235068064,66.40788681422933,63.631,0.9911484761155284
2013-04-29,69.12,69.56,68.8025,69.56,551632,MAC,0.01104651162790704,72.97776852370141,0.15131777029273552,66.70808807001701,63.78979999999999,0.9746378706787053
2013-04-30,69.66,70.05,69.25,70.05,1173366,MAC,0.0070442783208739534,74.62948493029651,0.20079851573460727,67.02636539668205,63.96020000000001,0.9621637370587975
2013-05-01,69.92,70.36,68.57,68.79,875298,MAC,-0.017987152034261156,63.825847274208684,0.12941572590937334,67.19433059699804,64.0954,1.0212948986974553
2013-05-02,70.31,70.31,68.99,69.04,906443,MAC,0.0036342491641225827,64.91122745937068,0.08208972523881775,67.37010863537918,64.2586,1.0569166916476367
2013-05-03,69.48,70.69,69.32,70.42,974181,MAC,0.019988412514484244,70.22246811897976,0.12424982213571045,67.66057447962878,64.4568,1.0992797851013763
2013-05-06,72.01,72.19,70.07,70.81,2827684,MAC,0.005538199375177522,71.53384296483074,0.15682529175120474,67.96051976728317,64.663,1.1721883718798496
2013-05-07,70.77,70.83,70.04,70.65,1845955,MAC,-0.002259567857647138,70.16856585181371,0.14622849106402835,68.21666074182764,64.8842,1.1448892024598598
2013-05-08,69.9,70.86,69.68,70.0,30212657,MAC,-0.009200283085633476,64.76101103556402,0.07752370995863678,68.38650257593929,65.08980000000001,1.1473971165698695
2013-05-09,69.8,70.285,69.5,69.66,2208425,MAC,-0.004857142857142893,62.06658405897904,-0.0043936258123640215,68.50778804489745,65.27680000000001,1.12151160824345
2013-05-10,69.85,70.47,69.77,70.24,771820,MAC,0.008326155612977226,64.76010964971991,-0.03157582810075188,68.67276061205007,65.4794,1.0992607790832036
2013-05-13,70.15,70.405,69.77,70.34,795274,MAC,0.0014236902050115408,65.21867576015765,-0.05358668409067735,68.83154531566436,65.684,1.066099294862975
2013-05-14,70.46,70.72,70.04,70.34,1032868,MAC,0.0,65.21867576015765,-0.07746202645339695,68.97520766655347,65.87780000000001,1.0385207738013336
2013-05-15,70.04,70.7,69.714,70.7,963303,MAC,0.005117998294000614,67.01096808860359,-0.07810349725307963,69.13947360307219,66.06479999999999,1.0347692899583814
2013-05-16,70.46,70.92,69.78,70.05,593719,MAC,-0.009193776520509234,60.9081084134451,-0.1284266272995278,69.2261904027796,66.2286,1.0422857692470684
2013-05-17,70.06,70.595,69.92,70.41,752021,MAC,0.005139186295503251,62.9221826772476,-0.14250268651862474,69.33893417394344,66.395,1.0160510714437063
2013-05-20,70.41,70.99,70.4,70.84,1088381,MAC,0.006107087061496985,65.2267266886571,-0.12832986476657826,69.48189282404407,66.5716,0.9856188520548693
2013-05-21,70.97,71.12,70.45,70.65,1394280,MAC,-0.0026821005081874016,63.35299322276928,-0.13646861627601714,69.59314112651606,66.7404,0.9630746483366645
2013-05-22,70.65,71.44,68.21,68.63,1286656,MAC,-0.02859164897381472,47.67323656696016,-0.2746404680610324,69.50141340018119,66.8736,1.1249978877411888
2013-05-23,68.04,68.05,66.9,67.09,742702,MAC,-0.022439166545242473,39.621999685131,-0.45581291133704216,69.27175498111632,66.9756,1.1682123243311031
2013-05-24,66.76,67.0,65.83,66.86,760020,MAC,-0.0034282307348338925,38.574203687856404,-0.5697999040223473,69.04206403053381,67.0652,1.174768586878882
2013-05-28,67.65,67.74,66.08,66.43,1012945,MAC,-0.006431349087645755,36.624206982669534,-0.6471658148883427,68.79329602762583,67.1416,1.20942797353039
